waveform	[0]
t0	4/25/2025  16:03:36.789856
delta t	2.272727E-5

time	Y[0]
4/25/2025  16:03:37.044220	0.000000E+0
4/25/2025  16:03:37.044243	3.051758E-5
4/25/2025  16:03:37.044266	-3.051758E-5
4/25/2025  16:03:37.044288	0.000000E+0
4/25/2025  16:03:37.044311	0.000000E+0
4/25/2025  16:03:37.044334	0.000000E+0
4/25/2025  16:03:37.044356	-3.051758E-5
4/25/2025  16:03:37.044379	0.000000E+0
4/25/2025  16:03:37.044402	0.000000E+0
4/25/2025  16:03:37.044425	0.000000E+0
4/25/2025  16:03:37.044447	0.000000E+0
4/25/2025  16:03:37.044470	0.000000E+0
4/25/2025  16:03:37.044493	0.000000E+0
4/25/2025  16:03:37.044516	0.000000E+0
4/25/2025  16:03:37.044538	0.000000E+0
4/25/2025  16:03:37.044561	0.000000E+0
4/25/2025  16:03:37.044584	0.000000E+0
4/25/2025  16:03:37.044606	0.000000E+0
4/25/2025  16:03:37.044629	0.000000E+0
4/25/2025  16:03:37.044652	0.000000E+0
4/25/2025  16:03:37.044675	0.000000E+0
4/25/2025  16:03:37.044697	0.000000E+0
4/25/2025  16:03:37.044720	0.000000E+0
4/25/2025  16:03:37.044743	0.000000E+0
4/25/2025  16:03:37.044766	3.051758E-5
4/25/2025  16:03:37.044788	0.000000E+0
4/25/2025  16:03:37.044811	0.000000E+0
4/25/2025  16:03:37.044834	0.000000E+0
4/25/2025  16:03:37.044856	0.000000E+0
4/25/2025  16:03:37.044879	3.051758E-5
4/25/2025  16:03:37.044902	0.000000E+0
4/25/2025  16:03:37.044925	0.000000E+0
4/25/2025  16:03:37.044947	0.000000E+0
4/25/2025  16:03:37.044970	0.000000E+0
4/25/2025  16:03:37.044993	0.000000E+0
4/25/2025  16:03:37.045016	0.000000E+0
4/25/2025  16:03:37.045038	0.000000E+0
4/25/2025  16:03:37.045061	0.000000E+0
4/25/2025  16:03:37.045084	0.000000E+0
4/25/2025  16:03:37.045106	0.000000E+0
4/25/2025  16:03:37.045129	0.000000E+0
4/25/2025  16:03:37.045152	0.000000E+0
4/25/2025  16:03:37.045175	0.000000E+0
4/25/2025  16:03:37.045197	0.000000E+0
4/25/2025  16:03:37.045220	0.000000E+0
4/25/2025  16:03:37.045243	0.000000E+0
4/25/2025  16:03:37.045266	0.000000E+0
4/25/2025  16:03:37.045288	0.000000E+0
4/25/2025  16:03:37.045311	0.000000E+0
4/25/2025  16:03:37.045334	0.000000E+0
4/25/2025  16:03:37.045356	3.051758E-5
4/25/2025  16:03:37.045379	0.000000E+0
4/25/2025  16:03:37.045402	0.000000E+0
4/25/2025  16:03:37.045425	0.000000E+0
4/25/2025  16:03:37.045447	0.000000E+0
4/25/2025  16:03:37.045470	-3.051758E-5
4/25/2025  16:03:37.045493	0.000000E+0
4/25/2025  16:03:37.045516	0.000000E+0
4/25/2025  16:03:37.045538	3.051758E-5
4/25/2025  16:03:37.045561	0.000000E+0
4/25/2025  16:03:37.045584	0.000000E+0
4/25/2025  16:03:37.045606	0.000000E+0
4/25/2025  16:03:37.045629	0.000000E+0
4/25/2025  16:03:37.045652	0.000000E+0
4/25/2025  16:03:37.045675	-3.051758E-5
4/25/2025  16:03:37.045697	0.000000E+0
4/25/2025  16:03:37.045720	0.000000E+0
4/25/2025  16:03:37.045743	0.000000E+0
4/25/2025  16:03:37.045766	0.000000E+0
4/25/2025  16:03:37.045788	0.000000E+0
4/25/2025  16:03:37.045811	0.000000E+0
4/25/2025  16:03:37.045834	-3.051758E-5
4/25/2025  16:03:37.045856	0.000000E+0
4/25/2025  16:03:37.045879	0.000000E+0
4/25/2025  16:03:37.045902	-3.051758E-5
4/25/2025  16:03:37.045925	0.000000E+0
4/25/2025  16:03:37.045947	0.000000E+0
4/25/2025  16:03:37.045970	0.000000E+0
4/25/2025  16:03:37.045993	-3.051758E-5
4/25/2025  16:03:37.046016	0.000000E+0
4/25/2025  16:03:37.046038	0.000000E+0
4/25/2025  16:03:37.046061	0.000000E+0
4/25/2025  16:03:37.046084	0.000000E+0
4/25/2025  16:03:37.046106	-3.051758E-5
4/25/2025  16:03:37.046129	0.000000E+0
4/25/2025  16:03:37.046152	0.000000E+0
4/25/2025  16:03:37.046175	0.000000E+0
4/25/2025  16:03:37.046197	0.000000E+0
4/25/2025  16:03:37.046220	0.000000E+0
4/25/2025  16:03:37.046243	0.000000E+0
4/25/2025  16:03:37.046266	0.000000E+0
4/25/2025  16:03:37.046288	0.000000E+0
4/25/2025  16:03:37.046311	0.000000E+0
4/25/2025  16:03:37.046334	0.000000E+0
4/25/2025  16:03:37.046356	0.000000E+0
4/25/2025  16:03:37.046379	0.000000E+0
4/25/2025  16:03:37.046402	0.000000E+0
4/25/2025  16:03:37.046425	0.000000E+0
4/25/2025  16:03:37.046447	0.000000E+0
4/25/2025  16:03:37.046470	-3.051758E-5
4/25/2025  16:03:37.046493	0.000000E+0
4/25/2025  16:03:37.046516	0.000000E+0
4/25/2025  16:03:37.046538	0.000000E+0
4/25/2025  16:03:37.046561	-3.051758E-5
4/25/2025  16:03:37.046584	0.000000E+0
4/25/2025  16:03:37.046606	-3.051758E-5
4/25/2025  16:03:37.046629	0.000000E+0
4/25/2025  16:03:37.046652	-3.051758E-5
4/25/2025  16:03:37.046675	0.000000E+0
4/25/2025  16:03:37.046697	0.000000E+0
4/25/2025  16:03:37.046720	0.000000E+0
4/25/2025  16:03:37.046743	0.000000E+0
4/25/2025  16:03:37.046766	3.051758E-5
4/25/2025  16:03:37.046788	0.000000E+0
4/25/2025  16:03:37.046811	0.000000E+0
4/25/2025  16:03:37.046834	0.000000E+0
4/25/2025  16:03:37.046856	0.000000E+0
4/25/2025  16:03:37.046879	-3.051758E-5
4/25/2025  16:03:37.046902	3.051758E-5
4/25/2025  16:03:37.046925	0.000000E+0
4/25/2025  16:03:37.046947	0.000000E+0
4/25/2025  16:03:37.046970	0.000000E+0
4/25/2025  16:03:37.046993	0.000000E+0
4/25/2025  16:03:37.047016	0.000000E+0
4/25/2025  16:03:37.047038	3.051758E-5
4/25/2025  16:03:37.047061	0.000000E+0
4/25/2025  16:03:37.047084	0.000000E+0
4/25/2025  16:03:37.047106	0.000000E+0
4/25/2025  16:03:37.047129	0.000000E+0
4/25/2025  16:03:37.047152	0.000000E+0
4/25/2025  16:03:37.047175	0.000000E+0
4/25/2025  16:03:37.047197	3.051758E-5
4/25/2025  16:03:37.047220	0.000000E+0
4/25/2025  16:03:37.047243	0.000000E+0
4/25/2025  16:03:37.047266	0.000000E+0
4/25/2025  16:03:37.047288	0.000000E+0
4/25/2025  16:03:37.047311	-3.051758E-5
4/25/2025  16:03:37.047334	0.000000E+0
4/25/2025  16:03:37.047356	-3.051758E-5
4/25/2025  16:03:37.047379	0.000000E+0
4/25/2025  16:03:37.047402	0.000000E+0
4/25/2025  16:03:37.047425	0.000000E+0
4/25/2025  16:03:37.047447	0.000000E+0
4/25/2025  16:03:37.047470	0.000000E+0
4/25/2025  16:03:37.047493	0.000000E+0
4/25/2025  16:03:37.047516	0.000000E+0
4/25/2025  16:03:37.047538	0.000000E+0
4/25/2025  16:03:37.047561	0.000000E+0
4/25/2025  16:03:37.047584	0.000000E+0
4/25/2025  16:03:37.047606	0.000000E+0
4/25/2025  16:03:37.047629	0.000000E+0
4/25/2025  16:03:37.047652	0.000000E+0
4/25/2025  16:03:37.047675	0.000000E+0
4/25/2025  16:03:37.047697	0.000000E+0
4/25/2025  16:03:37.047720	0.000000E+0
4/25/2025  16:03:37.047743	0.000000E+0
4/25/2025  16:03:37.047766	3.051758E-5
4/25/2025  16:03:37.047788	0.000000E+0
4/25/2025  16:03:37.047811	3.051758E-5
4/25/2025  16:03:37.047834	3.051758E-5
4/25/2025  16:03:37.047856	0.000000E+0
4/25/2025  16:03:37.047879	3.051758E-5
4/25/2025  16:03:37.047902	0.000000E+0
4/25/2025  16:03:37.047925	0.000000E+0
4/25/2025  16:03:37.047947	0.000000E+0
4/25/2025  16:03:37.047970	0.000000E+0
4/25/2025  16:03:37.047993	0.000000E+0
4/25/2025  16:03:37.048016	3.051758E-5
4/25/2025  16:03:37.048038	0.000000E+0
4/25/2025  16:03:37.048061	3.051758E-5
4/25/2025  16:03:37.048084	0.000000E+0
4/25/2025  16:03:37.048106	0.000000E+0
4/25/2025  16:03:37.048129	0.000000E+0
4/25/2025  16:03:37.048152	3.051758E-5
4/25/2025  16:03:37.048175	0.000000E+0
4/25/2025  16:03:37.048197	0.000000E+0
4/25/2025  16:03:37.048220	-3.051758E-5
4/25/2025  16:03:37.048243	0.000000E+0
4/25/2025  16:03:37.048266	0.000000E+0
4/25/2025  16:03:37.048288	3.051758E-5
4/25/2025  16:03:37.048311	0.000000E+0
4/25/2025  16:03:37.048334	-3.051758E-5
4/25/2025  16:03:37.048356	0.000000E+0
4/25/2025  16:03:37.048379	0.000000E+0
4/25/2025  16:03:37.048402	0.000000E+0
4/25/2025  16:03:37.048425	0.000000E+0
4/25/2025  16:03:37.048447	-3.051758E-5
4/25/2025  16:03:37.048470	-3.051758E-5
4/25/2025  16:03:37.048493	3.051758E-5
4/25/2025  16:03:37.048516	0.000000E+0
4/25/2025  16:03:37.048538	0.000000E+0
4/25/2025  16:03:37.048561	3.051758E-5
4/25/2025  16:03:37.048584	0.000000E+0
4/25/2025  16:03:37.048606	0.000000E+0
4/25/2025  16:03:37.048629	3.051758E-5
4/25/2025  16:03:37.048652	0.000000E+0
4/25/2025  16:03:37.048675	0.000000E+0
4/25/2025  16:03:37.048697	0.000000E+0
4/25/2025  16:03:37.048720	-3.051758E-5
4/25/2025  16:03:37.048743	3.051758E-5
4/25/2025  16:03:37.048766	0.000000E+0
4/25/2025  16:03:37.048788	0.000000E+0
4/25/2025  16:03:37.048811	0.000000E+0
4/25/2025  16:03:37.048834	0.000000E+0
4/25/2025  16:03:37.048856	0.000000E+0
4/25/2025  16:03:37.048879	0.000000E+0
4/25/2025  16:03:37.048902	-3.051758E-5
4/25/2025  16:03:37.048925	0.000000E+0
4/25/2025  16:03:37.048947	0.000000E+0
4/25/2025  16:03:37.048970	0.000000E+0
4/25/2025  16:03:37.048993	0.000000E+0
4/25/2025  16:03:37.049016	0.000000E+0
4/25/2025  16:03:37.049038	0.000000E+0
4/25/2025  16:03:37.049061	0.000000E+0
4/25/2025  16:03:37.049084	0.000000E+0
4/25/2025  16:03:37.049106	0.000000E+0
4/25/2025  16:03:37.049129	0.000000E+0
4/25/2025  16:03:37.049152	0.000000E+0
4/25/2025  16:03:37.049175	0.000000E+0
4/25/2025  16:03:37.049197	0.000000E+0
4/25/2025  16:03:37.049220	0.000000E+0
4/25/2025  16:03:37.049243	0.000000E+0
4/25/2025  16:03:37.049266	0.000000E+0
4/25/2025  16:03:37.049288	0.000000E+0
4/25/2025  16:03:37.049311	0.000000E+0
4/25/2025  16:03:37.049334	0.000000E+0
4/25/2025  16:03:37.049356	0.000000E+0
4/25/2025  16:03:37.049379	-3.051758E-5
4/25/2025  16:03:37.049402	0.000000E+0
4/25/2025  16:03:37.049425	-3.051758E-5
4/25/2025  16:03:37.049447	0.000000E+0
4/25/2025  16:03:37.049470	-3.051758E-5
4/25/2025  16:03:37.049493	0.000000E+0
4/25/2025  16:03:37.049516	0.000000E+0
4/25/2025  16:03:37.049538	0.000000E+0
4/25/2025  16:03:37.049561	0.000000E+0
4/25/2025  16:03:37.049584	0.000000E+0
4/25/2025  16:03:37.049606	-3.051758E-5
4/25/2025  16:03:37.049629	0.000000E+0
4/25/2025  16:03:37.049652	-3.051758E-5
4/25/2025  16:03:37.049675	3.051758E-5
4/25/2025  16:03:37.049697	0.000000E+0
4/25/2025  16:03:37.049720	0.000000E+0
4/25/2025  16:03:37.049743	0.000000E+0
4/25/2025  16:03:37.049766	0.000000E+0
4/25/2025  16:03:37.049788	0.000000E+0
4/25/2025  16:03:37.049811	-3.051758E-5
4/25/2025  16:03:37.049834	0.000000E+0
4/25/2025  16:03:37.049856	-3.051758E-5
4/25/2025  16:03:37.049879	0.000000E+0
4/25/2025  16:03:37.049902	-3.051758E-5
4/25/2025  16:03:37.049925	0.000000E+0
4/25/2025  16:03:37.049947	0.000000E+0
4/25/2025  16:03:37.049970	0.000000E+0
4/25/2025  16:03:37.049993	0.000000E+0
4/25/2025  16:03:37.050016	-3.051758E-5
4/25/2025  16:03:37.050038	0.000000E+0
4/25/2025  16:03:37.050061	-3.051758E-5
4/25/2025  16:03:37.050084	0.000000E+0
4/25/2025  16:03:37.050106	3.051758E-5
4/25/2025  16:03:37.050129	0.000000E+0
4/25/2025  16:03:37.050152	0.000000E+0
4/25/2025  16:03:37.050175	0.000000E+0
4/25/2025  16:03:37.050197	0.000000E+0
4/25/2025  16:03:37.050220	0.000000E+0
4/25/2025  16:03:37.050243	0.000000E+0
4/25/2025  16:03:37.050266	3.051758E-5
4/25/2025  16:03:37.050288	0.000000E+0
4/25/2025  16:03:37.050311	0.000000E+0
4/25/2025  16:03:37.050334	0.000000E+0
4/25/2025  16:03:37.050356	0.000000E+0
4/25/2025  16:03:37.050379	0.000000E+0
4/25/2025  16:03:37.050402	0.000000E+0
4/25/2025  16:03:37.050425	-3.051758E-5
4/25/2025  16:03:37.050447	0.000000E+0
4/25/2025  16:03:37.050470	0.000000E+0
4/25/2025  16:03:37.050493	0.000000E+0
4/25/2025  16:03:37.050516	0.000000E+0
4/25/2025  16:03:37.050538	0.000000E+0
4/25/2025  16:03:37.050561	0.000000E+0
4/25/2025  16:03:37.050584	0.000000E+0
4/25/2025  16:03:37.050606	0.000000E+0
4/25/2025  16:03:37.050629	3.051758E-5
4/25/2025  16:03:37.050652	0.000000E+0
4/25/2025  16:03:37.050675	3.051758E-5
4/25/2025  16:03:37.050697	3.051758E-5
4/25/2025  16:03:37.050720	0.000000E+0
4/25/2025  16:03:37.050743	0.000000E+0
4/25/2025  16:03:37.050766	0.000000E+0
4/25/2025  16:03:37.050788	0.000000E+0
4/25/2025  16:03:37.050811	0.000000E+0
4/25/2025  16:03:37.050834	0.000000E+0
4/25/2025  16:03:37.050856	0.000000E+0
4/25/2025  16:03:37.050879	0.000000E+0
4/25/2025  16:03:37.050902	0.000000E+0
4/25/2025  16:03:37.050925	0.000000E+0
4/25/2025  16:03:37.050947	3.051758E-5
4/25/2025  16:03:37.050970	0.000000E+0
4/25/2025  16:03:37.050993	3.051758E-5
4/25/2025  16:03:37.051016	0.000000E+0
4/25/2025  16:03:37.051038	0.000000E+0
4/25/2025  16:03:37.051061	0.000000E+0
4/25/2025  16:03:37.051084	0.000000E+0
4/25/2025  16:03:37.051106	0.000000E+0
4/25/2025  16:03:37.051129	0.000000E+0
4/25/2025  16:03:37.051152	0.000000E+0
4/25/2025  16:03:37.051175	3.051758E-5
4/25/2025  16:03:37.051197	0.000000E+0
4/25/2025  16:03:37.051220	0.000000E+0
4/25/2025  16:03:37.051243	0.000000E+0
4/25/2025  16:03:37.051266	3.051758E-5
4/25/2025  16:03:37.051288	0.000000E+0
4/25/2025  16:03:37.051311	3.051758E-5
4/25/2025  16:03:37.051334	3.051758E-5
4/25/2025  16:03:37.051356	0.000000E+0
4/25/2025  16:03:37.051379	0.000000E+0
4/25/2025  16:03:37.051402	0.000000E+0
4/25/2025  16:03:37.051425	0.000000E+0
4/25/2025  16:03:37.051447	-3.051758E-5
4/25/2025  16:03:37.051470	0.000000E+0
4/25/2025  16:03:37.051493	0.000000E+0
4/25/2025  16:03:37.051516	3.051758E-5
4/25/2025  16:03:37.051538	0.000000E+0
4/25/2025  16:03:37.051561	0.000000E+0
4/25/2025  16:03:37.051584	0.000000E+0
4/25/2025  16:03:37.051606	0.000000E+0
4/25/2025  16:03:37.051629	0.000000E+0
4/25/2025  16:03:37.051652	0.000000E+0
4/25/2025  16:03:37.051675	0.000000E+0
4/25/2025  16:03:37.051697	0.000000E+0
4/25/2025  16:03:37.051720	0.000000E+0
4/25/2025  16:03:37.051743	0.000000E+0
4/25/2025  16:03:37.051766	0.000000E+0
4/25/2025  16:03:37.051788	0.000000E+0
4/25/2025  16:03:37.051811	0.000000E+0
4/25/2025  16:03:37.051834	-3.051758E-5
4/25/2025  16:03:37.051856	0.000000E+0
4/25/2025  16:03:37.051879	0.000000E+0
4/25/2025  16:03:37.051902	0.000000E+0
4/25/2025  16:03:37.051925	0.000000E+0
4/25/2025  16:03:37.051947	0.000000E+0
4/25/2025  16:03:37.051970	0.000000E+0
4/25/2025  16:03:37.051993	0.000000E+0
4/25/2025  16:03:37.052016	0.000000E+0
4/25/2025  16:03:37.052038	0.000000E+0
4/25/2025  16:03:37.052061	-3.051758E-5
4/25/2025  16:03:37.052084	0.000000E+0
4/25/2025  16:03:37.052106	3.051758E-5
4/25/2025  16:03:37.052129	0.000000E+0
4/25/2025  16:03:37.052152	0.000000E+0
4/25/2025  16:03:37.052175	0.000000E+0
4/25/2025  16:03:37.052197	0.000000E+0
4/25/2025  16:03:37.052220	0.000000E+0
4/25/2025  16:03:37.052243	0.000000E+0
4/25/2025  16:03:37.052266	0.000000E+0
4/25/2025  16:03:37.052288	-3.051758E-5
4/25/2025  16:03:37.052311	3.051758E-5
4/25/2025  16:03:37.052334	0.000000E+0
4/25/2025  16:03:37.052356	0.000000E+0
4/25/2025  16:03:37.052379	0.000000E+0
4/25/2025  16:03:37.052402	3.051758E-5
4/25/2025  16:03:37.052425	0.000000E+0
4/25/2025  16:03:37.052447	3.051758E-5
4/25/2025  16:03:37.052470	0.000000E+0
4/25/2025  16:03:37.052493	0.000000E+0
4/25/2025  16:03:37.052516	0.000000E+0
4/25/2025  16:03:37.052538	0.000000E+0
4/25/2025  16:03:37.052561	0.000000E+0
4/25/2025  16:03:37.052584	0.000000E+0
4/25/2025  16:03:37.052606	0.000000E+0
4/25/2025  16:03:37.052629	-3.051758E-5
4/25/2025  16:03:37.052652	0.000000E+0
4/25/2025  16:03:37.052675	3.051758E-5
4/25/2025  16:03:37.052697	0.000000E+0
4/25/2025  16:03:37.052720	0.000000E+0
4/25/2025  16:03:37.052743	0.000000E+0
4/25/2025  16:03:37.052766	3.051758E-5
4/25/2025  16:03:37.052788	0.000000E+0
4/25/2025  16:03:37.052811	0.000000E+0
4/25/2025  16:03:37.052834	0.000000E+0
4/25/2025  16:03:37.052856	0.000000E+0
4/25/2025  16:03:37.052879	-3.051758E-5
4/25/2025  16:03:37.052902	3.051758E-5
4/25/2025  16:03:37.052925	3.051758E-5
4/25/2025  16:03:37.052947	0.000000E+0
4/25/2025  16:03:37.052970	0.000000E+0
4/25/2025  16:03:37.052993	3.051758E-5
4/25/2025  16:03:37.053016	0.000000E+0
4/25/2025  16:03:37.053038	0.000000E+0
4/25/2025  16:03:37.053061	0.000000E+0
4/25/2025  16:03:37.053084	0.000000E+0
4/25/2025  16:03:37.053106	0.000000E+0
4/25/2025  16:03:37.053129	0.000000E+0
4/25/2025  16:03:37.053152	0.000000E+0
4/25/2025  16:03:37.053175	0.000000E+0
4/25/2025  16:03:37.053197	-3.051758E-5
4/25/2025  16:03:37.053220	0.000000E+0
4/25/2025  16:03:37.053243	0.000000E+0
4/25/2025  16:03:37.053266	0.000000E+0
4/25/2025  16:03:37.053288	0.000000E+0
4/25/2025  16:03:37.053311	3.051758E-5
4/25/2025  16:03:37.053334	0.000000E+0
4/25/2025  16:03:37.053356	0.000000E+0
4/25/2025  16:03:37.053379	0.000000E+0
4/25/2025  16:03:37.053402	0.000000E+0
4/25/2025  16:03:37.053425	0.000000E+0
4/25/2025  16:03:37.053447	0.000000E+0
4/25/2025  16:03:37.053470	-3.051758E-5
4/25/2025  16:03:37.053493	-3.051758E-5
4/25/2025  16:03:37.053516	3.051758E-5
4/25/2025  16:03:37.053538	0.000000E+0
4/25/2025  16:03:37.053561	0.000000E+0
4/25/2025  16:03:37.053584	3.051758E-5
4/25/2025  16:03:37.053606	0.000000E+0
4/25/2025  16:03:37.053629	0.000000E+0
4/25/2025  16:03:37.053652	-3.051758E-5
4/25/2025  16:03:37.053675	0.000000E+0
4/25/2025  16:03:37.053697	-3.051758E-5
4/25/2025  16:03:37.053720	3.051758E-5
4/25/2025  16:03:37.053743	0.000000E+0
4/25/2025  16:03:37.053766	3.051758E-5
4/25/2025  16:03:37.053788	0.000000E+0
4/25/2025  16:03:37.053811	0.000000E+0
4/25/2025  16:03:37.053834	0.000000E+0
4/25/2025  16:03:37.053856	0.000000E+0
4/25/2025  16:03:37.053879	3.051758E-5
4/25/2025  16:03:37.053902	-3.051758E-5
4/25/2025  16:03:37.053925	0.000000E+0
4/25/2025  16:03:37.053947	0.000000E+0
4/25/2025  16:03:37.053970	0.000000E+0
4/25/2025  16:03:37.053993	0.000000E+0
4/25/2025  16:03:37.054016	0.000000E+0
4/25/2025  16:03:37.054038	0.000000E+0
4/25/2025  16:03:37.054061	0.000000E+0
4/25/2025  16:03:37.054084	0.000000E+0
4/25/2025  16:03:37.054106	0.000000E+0
4/25/2025  16:03:37.054129	0.000000E+0
4/25/2025  16:03:37.054152	0.000000E+0
4/25/2025  16:03:37.054175	0.000000E+0
4/25/2025  16:03:37.054197	0.000000E+0
4/25/2025  16:03:37.054220	0.000000E+0
4/25/2025  16:03:37.054243	-3.051758E-5
4/25/2025  16:03:37.054266	0.000000E+0
4/25/2025  16:03:37.054288	0.000000E+0
4/25/2025  16:03:37.054311	0.000000E+0
4/25/2025  16:03:37.054334	0.000000E+0
4/25/2025  16:03:37.054356	3.051758E-5
4/25/2025  16:03:37.054379	0.000000E+0
4/25/2025  16:03:37.054402	0.000000E+0
4/25/2025  16:03:37.054425	0.000000E+0
4/25/2025  16:03:37.054447	0.000000E+0
4/25/2025  16:03:37.054470	0.000000E+0
4/25/2025  16:03:37.054493	0.000000E+0
4/25/2025  16:03:37.054516	0.000000E+0
4/25/2025  16:03:37.054538	0.000000E+0
4/25/2025  16:03:37.054561	-3.051758E-5
4/25/2025  16:03:37.054584	0.000000E+0
4/25/2025  16:03:37.054606	0.000000E+0
4/25/2025  16:03:37.054629	0.000000E+0
4/25/2025  16:03:37.054652	-3.051758E-5
4/25/2025  16:03:37.054675	0.000000E+0
4/25/2025  16:03:37.054697	0.000000E+0
4/25/2025  16:03:37.054720	3.051758E-5
4/25/2025  16:03:37.054743	0.000000E+0
4/25/2025  16:03:37.054766	-3.051758E-5
4/25/2025  16:03:37.054788	0.000000E+0
4/25/2025  16:03:37.054811	0.000000E+0
4/25/2025  16:03:37.054834	0.000000E+0
4/25/2025  16:03:37.054856	0.000000E+0
4/25/2025  16:03:37.054879	3.051758E-5
4/25/2025  16:03:37.054902	3.051758E-5
4/25/2025  16:03:37.054925	3.051758E-5
4/25/2025  16:03:37.054947	0.000000E+0
4/25/2025  16:03:37.054970	0.000000E+0
4/25/2025  16:03:37.054993	-3.051758E-5
4/25/2025  16:03:37.055016	0.000000E+0
4/25/2025  16:03:37.055038	0.000000E+0
4/25/2025  16:03:37.055061	-3.051758E-5
4/25/2025  16:03:37.055084	0.000000E+0
4/25/2025  16:03:37.055106	0.000000E+0
4/25/2025  16:03:37.055129	0.000000E+0
4/25/2025  16:03:37.055152	0.000000E+0
4/25/2025  16:03:37.055175	-3.051758E-5
4/25/2025  16:03:37.055197	0.000000E+0
4/25/2025  16:03:37.055220	0.000000E+0
4/25/2025  16:03:37.055243	0.000000E+0
4/25/2025  16:03:37.055266	0.000000E+0
4/25/2025  16:03:37.055288	0.000000E+0
4/25/2025  16:03:37.055311	0.000000E+0
4/25/2025  16:03:37.055334	3.051758E-5
4/25/2025  16:03:37.055356	0.000000E+0
4/25/2025  16:03:37.055379	0.000000E+0
4/25/2025  16:03:37.055402	0.000000E+0
4/25/2025  16:03:37.055425	0.000000E+0
4/25/2025  16:03:37.055447	0.000000E+0
4/25/2025  16:03:37.055470	3.051758E-5
4/25/2025  16:03:37.055493	0.000000E+0
4/25/2025  16:03:37.055516	0.000000E+0
4/25/2025  16:03:37.055538	0.000000E+0
4/25/2025  16:03:37.055561	0.000000E+0
4/25/2025  16:03:37.055584	0.000000E+0
4/25/2025  16:03:37.055606	0.000000E+0
4/25/2025  16:03:37.055629	0.000000E+0
4/25/2025  16:03:37.055652	-3.051758E-5
4/25/2025  16:03:37.055675	3.051758E-5
4/25/2025  16:03:37.055697	-3.051758E-5
4/25/2025  16:03:37.055720	0.000000E+0
4/25/2025  16:03:37.055743	-3.051758E-5
4/25/2025  16:03:37.055766	0.000000E+0
4/25/2025  16:03:37.055788	0.000000E+0
4/25/2025  16:03:37.055811	0.000000E+0
4/25/2025  16:03:37.055834	0.000000E+0
4/25/2025  16:03:37.055856	-3.051758E-5
4/25/2025  16:03:37.055879	0.000000E+0
4/25/2025  16:03:37.055902	0.000000E+0
4/25/2025  16:03:37.055925	0.000000E+0
4/25/2025  16:03:37.055947	0.000000E+0
4/25/2025  16:03:37.055970	0.000000E+0
4/25/2025  16:03:37.055993	0.000000E+0
4/25/2025  16:03:37.056016	0.000000E+0
4/25/2025  16:03:37.056038	0.000000E+0
4/25/2025  16:03:37.056061	0.000000E+0
4/25/2025  16:03:37.056084	3.051758E-5
4/25/2025  16:03:37.056106	0.000000E+0
4/25/2025  16:03:37.056129	0.000000E+0
4/25/2025  16:03:37.056152	0.000000E+0
4/25/2025  16:03:37.056175	0.000000E+0
4/25/2025  16:03:37.056197	0.000000E+0
4/25/2025  16:03:37.056220	0.000000E+0
4/25/2025  16:03:37.056243	0.000000E+0
4/25/2025  16:03:37.056266	0.000000E+0
4/25/2025  16:03:37.056288	0.000000E+0
4/25/2025  16:03:37.056311	0.000000E+0
4/25/2025  16:03:37.056334	0.000000E+0
4/25/2025  16:03:37.056356	0.000000E+0
4/25/2025  16:03:37.056379	0.000000E+0
4/25/2025  16:03:37.056402	0.000000E+0
4/25/2025  16:03:37.056425	-3.051758E-5
4/25/2025  16:03:37.056447	0.000000E+0
4/25/2025  16:03:37.056470	0.000000E+0
4/25/2025  16:03:37.056493	0.000000E+0
4/25/2025  16:03:37.056516	3.051758E-5
4/25/2025  16:03:37.056538	0.000000E+0
4/25/2025  16:03:37.056561	0.000000E+0
4/25/2025  16:03:37.056584	0.000000E+0
4/25/2025  16:03:37.056606	0.000000E+0
4/25/2025  16:03:37.056629	-3.051758E-5
4/25/2025  16:03:37.056652	0.000000E+0
4/25/2025  16:03:37.056675	-3.051758E-5
4/25/2025  16:03:37.056697	0.000000E+0
4/25/2025  16:03:37.056720	3.051758E-5
4/25/2025  16:03:37.056743	0.000000E+0
4/25/2025  16:03:37.056766	0.000000E+0
4/25/2025  16:03:37.056788	3.051758E-5
4/25/2025  16:03:37.056811	0.000000E+0
4/25/2025  16:03:37.056834	0.000000E+0
4/25/2025  16:03:37.056856	0.000000E+0
4/25/2025  16:03:37.056879	0.000000E+0
4/25/2025  16:03:37.056902	0.000000E+0
4/25/2025  16:03:37.056925	0.000000E+0
4/25/2025  16:03:37.056947	0.000000E+0
4/25/2025  16:03:37.056970	0.000000E+0
4/25/2025  16:03:37.056993	0.000000E+0
4/25/2025  16:03:37.057016	0.000000E+0
4/25/2025  16:03:37.057038	3.051758E-5
4/25/2025  16:03:37.057061	-3.051758E-5
4/25/2025  16:03:37.057084	0.000000E+0
4/25/2025  16:03:37.057106	-3.051758E-5
4/25/2025  16:03:37.057129	0.000000E+0
4/25/2025  16:03:37.057152	0.000000E+0
4/25/2025  16:03:37.057175	-3.051758E-5
4/25/2025  16:03:37.057197	0.000000E+0
4/25/2025  16:03:37.057220	0.000000E+0
4/25/2025  16:03:37.057243	0.000000E+0
4/25/2025  16:03:37.057266	0.000000E+0
4/25/2025  16:03:37.057288	-3.051758E-5
4/25/2025  16:03:37.057311	0.000000E+0
4/25/2025  16:03:37.057334	0.000000E+0
