Folder,A,A_err,gamma,gamma_err,omega,omega_err,phi,phi_err,offset,offset_err,dom_freq,Q,k,b,zeta,omega_n
Spring 2025-04-01 20-35-08,-1.8255340391612096,0.004243780432962394,0.07562525307729312,5.013639888462136e-4,16.902994243429305,5.103564626686984e-4,-0.5917360434089229,0.0023693853441844382,-0.022180085444415847,0.0012771796710435914,2.7260796566816747,111.75495985549645,60.38341674117139,0.03196528197071025,0.004474029576730261,16.90316341908541
